 num     #instances         #bytes  class name (module)
 778:             1            120  org.glassfish.jersey.server.internal.inject.DelegatedInjectionValueFactoryProvider$4
 779:             5            120  org.slf4j.impl.OutputChoice$OutputChoiceType
 780:             3            120  sun.util.locale.provider.LocaleResources (java.base@23)
 781:             1            112  [Ljava.lang.reflect.AccessFlag; (java.base@23)
 782:             1            112  [Ljava.lang.reflect.ClassFileFormatVersion; (java.base@23)
 783:             1            112  [Ljava.time.LocalTime; (java.base@23)
 784:             3            112  [Lsun.invoke.util.ValueConversions$WrapperCache; (java.base@23)
 785:             2            112  com.fasterxml.jackson.jaxrs.json.JacksonJaxbJsonProvider
 786:             2            112  com.google.inject.internal.InjectorImpl
 787:             2            112  java.lang.StackStreamFactory$StackFrameTraverser (java.base@23)
 788:             2            112  java.lang.invoke.BoundMethodHandle$Species_LLLLL (java.base@23)
 789:             2            112  java.nio.DirectIntBufferRU (java.base@23)
 790:             7            112  java.util.HashMap$Values (java.base@23)
 791:             2            112  java.util.ServiceLoader (java.base@23)
 792:             2            112  java.util.stream.ReferencePipeline$2 (java.base@23)
 793:             2            112  jdk.internal.classfile.impl.ClassFileImpl (java.base@23)
 794:             1            112  org.codehaus.mojo.exec.ExecJavaMojo
 795:             7            112  org.eclipse.sisu.wire.NamedIterableAdapter
 796:             1            112  org.glassfish.grizzly.http.server.filecache.FileCacheEntry
 797:             7            112  org.glassfish.jersey.model.ContractProvider$Builder$1
 798:             2            112  org.glassfish.jersey.server.internal.inject.DelegatedInjectionValueFactoryProvider$3
 799:             2            104  [Lcom.google.common.collect.ImmutableMapEntry;
 800:             2            104  [Lsun.util.logging.PlatformLogger$Level; (java.base@23)
 801:             1            104  jdk.internal.loader.ClassLoaders$AppClassLoader (java.base@23)
 802:             1            104  jdk.internal.loader.ClassLoaders$BootClassLoader (java.base@23)
 803:             1            104  jdk.internal.loader.ClassLoaders$PlatformClassLoader (java.base@23)
 804:             1            104  org.glassfish.grizzly.http.server.ServerConfiguration
 805:             1            104  sun.security.jca.ProviderList$1 (java.base@23)
 806:             1            104  sun.security.provider.Sun (java.base@23)
 807:             2             96  [Lcom.google.common.cache.LocalCache$EntryFactory;
 808:             2             96  [Ljava.lang.System$Logger$Level; (java.base@23)
 809:             2             96  [Ljava.util.concurrent.TimeUnit; (java.base@23)
 810:             3             96  [Ljdk.internal.util.OperatingSystem; (java.base@23)
 811:             1             96  [Lorg.eclipse.aether.RepositoryEvent$EventType;
 812:             1             96  [Lsun.util.locale.BaseLocale; (java.base@23)
 813:             2             96  com.google.common.collect.ArrayListMultimap
 814:             4             96  com.google.inject.internal.Initializer$InjectableReferenceState
 815:             4             96  com.google.inject.internal.InternalFlags$CustomClassLoadingOption
 816:             3             96  com.google.inject.internal.ProviderMethodsModule
 817:             6             96  com.google.inject.matcher.Matchers$Only
 818:             2             96  java.io.PrintStream (java.base@23)
 819:             3             96  java.lang.Runtime$Version (java.base@23)
 820:             4             96  java.lang.StackWalker$Option (java.base@23)
 821:             3             96  java.lang.constant.DynamicConstantDesc$AnonymousDynamicConstantDesc (java.base@23)
 822:             2             96  java.lang.invoke.BoundMethodHandle$Species_LLLL (java.base@23)
 823:             6             96  java.lang.invoke.LambdaFormEditor (java.base@23)
 824:             4             96  java.lang.module.ModuleDescriptor$Opens (java.base@23)
 825:             4             96  java.net.Inet4Address (java.base@23)
 826:             1             96  java.net.URLClassLoader (java.base@23)
 827:             3             96  java.nio.file.attribute.FileTime (java.base@23)
 828:             4             96  java.time.format.DateTimeFormatterBuilder$OffsetIdPrinterParser (java.base@23)
 829:             4             96  java.time.format.DateTimeFormatterBuilder$SettingsParser (java.base@23)
 830:             4             96  java.util.Collections$SynchronizedSet (java.base@23)
 831:             6             96  java.util.Collections$UnmodifiableMap$UnmodifiableEntrySet (java.base@23)
 832:             2             96  java.util.Formatter$FormatSpecifierParser (java.base@23)
 833:             2             96  java.util.Locale$Category (java.base@23)
 834:             3             96  java.util.concurrent.ConcurrentHashMap$ReservationNode (java.base@23)
 835:             2             96  java.util.concurrent.ConcurrentHashMap$TreeBin (java.base@23)
 836:             6             96  java.util.concurrent.ConcurrentHashMap$ValuesView (java.base@23)
 837:             2             96  java.util.concurrent.LinkedBlockingQueue (java.base@23)
 838:             4             96  java.util.regex.Pattern$Qtype (java.base@23)
 839:             4             96  java.util.regex.Pattern$Ques (java.base@23)
 840:             3             96  java.util.stream.MatchOps$MatchKind (java.base@23)
 841:             4             96  java.util.stream.StreamShape (java.base@23)
 842:             4             96  jdk.internal.classfile.impl.AbstractPoolEntry$Utf8EntryImpl$State (java.base@23)
 843:             1             96  jdk.internal.jimage.ImageReader$SharedImageReader (java.base@23)
 844:             6             96  jdk.internal.loader.ClassLoaderValue (java.base@23)
 845:             3             96  jdk.internal.loader.URLClassPath$1 (java.base@23)
 846:             3             96  jdk.internal.util.ClassFileDumper (java.base@23)
 847:             4             96  jdk.internal.util.OperatingSystem (java.base@23)
 848:             4             96  jdk.internal.util.ReferencedKeyMap (java.base@23)
 849:             6             96  jdk.proxy3.$Proxy30 (jdk.proxy3)
 850:             4             96  jersey.repackaged.com.google.common.collect.AbstractIterator$State
 851:             4             96  jersey.repackaged.com.google.common.collect.Collections2$TransformedCollection
 852:             4             96  org.apache.maven.classrealm.ClassRealmRequest$RealmType
 853:             4             96  org.apache.maven.execution.scope.internal.MojoExecutionScope$2
 854:             4             96  org.apache.maven.model.building.ModelProblem$Version
 855:             6             96  org.eclipse.sisu.wire.EntrySetAdapter
 856:             3             96  org.eclipse.sisu.wire.PlaceholderBeanProvider
 857:             3             96  org.fusesource.jansi.AnsiColors
 858:             3             96  org.fusesource.jansi.AnsiMode
 859:             2             96  org.fusesource.jansi.AnsiPrintStream
 860:             3             96  org.glassfish.grizzly.ThreadCache$CachedTypeIndex
 861:             4             96  org.glassfish.grizzly.http.server.State
 862:             1             96  org.glassfish.grizzly.http.server.filecache.FileCache
 863:             2             96  org.glassfish.grizzly.http.util.CharChunk
 864:             2             96  org.glassfish.grizzly.threadpool.FixedThreadPool
 865:             3             96  org.glassfish.grizzly.utils.DelayedExecutor$DelayQueue
 866:             3             96  org.glassfish.grizzly.utils.JdkVersion
 867:             4             96  org.glassfish.hk2.api.ErrorType
 868:             3             96  org.glassfish.jersey.internal.inject.Providers$ProviderRuntime
 869:             2             96  org.glassfish.jersey.internal.util.collection.KeyComparatorHashMap
 870:             3             96  org.glassfish.jersey.server.internal.inject.SingleValueExtractor
 871:             3             96  org.glassfish.jersey.server.spi.internal.ValueFactoryProvider$Priority
 872:             4             96  sun.misc.Unsafe$MemoryAccessOption (jdk.unsupported@23)
 873:             4             96  sun.reflect.generics.scope.MethodScope (java.base@23)
 874:             4             96  sun.reflect.generics.tree.Wildcard (java.base@23)
 875:             3             88  [Ljava.net.URL; (java.base@23)
 876:             1             88  [Lorg.apache.maven.execution.ExecutionEvent$Type;
 877:             1             88  [Lorg.fusesource.jansi.Ansi$Attribute;
 878:             1             88  org.apache.maven.model.building.DefaultModelBuilder
 879:             1             88  org.codehaus.plexus.DefaultPlexusContainer
 880:             1             88  org.eclipse.sisu.space.CloningClassSpace$CloningClassLoader
 881:             1             88  org.glassfish.jersey.server.internal.ProcessingProviders
 882:             1             88  sun.nio.ch.ServerSocketChannelImpl (java.base@23)
 883:             2             80  [F (java.base@23)
 884:             2             80  [Ljava.lang.OutOfMemoryError; (java.base@23)
 885:             1             80  [Ljava.time.temporal.ChronoUnit; (java.base@23)
 886:             1             80  [Ljava.util.concurrent.ForkJoinPool$WorkQueue; (java.base@23)
 887:             1             80  [Ljava.util.concurrent.RunnableScheduledFuture; (java.base@23)
 888:             2             80  [Ljava.util.stream.StreamOpFlag$Type; (java.base@23)
 889:             1             80  [Lorg.glassfish.grizzly.ThreadCache$ObjectCacheElement;
 890:             2             80  [Lsun.security.jca.ProviderConfig; (java.base@23)
 891:             2             80  [[Ljava.lang.invoke.MethodHandle; (java.base@23)
 892:             2             80  com.google.common.collect.RegularImmutableMap
 893:             2             80  com.google.inject.internal.InjectorImpl$SyntheticProviderBindingImpl
 894:             5             80  com.google.inject.spi.BindingSourceRestriction$PermitMapConstruction$PermitMapImpl
 895:             5             80  com.google.inject.util.Providers$ConstantProvider
 896:             5             80  com.sun.proxy.jdk.proxy1.$Proxy35 (jdk.proxy1)
 897:             2             80  java.io.BufferedOutputStream (java.base@23)
 898:             2             80  java.lang.ModuleLayer (java.base@23)
 899:             2             80  java.lang.StackStreamFactory$StackFrameBuffer (java.base@23)
 900:             2             80  java.lang.StackWalker (java.base@23)
 901:             2             80  java.lang.invoke.BoundMethodHandle$Species_LI (java.base@23)
 902:             2             80  java.lang.module.Configuration (java.base@23)
 903:             2             80  java.lang.ref.Finalizer (java.base@23)
 904:             2             80  java.lang.ref.NativeReferenceQueue (java.base@23)
 905:             2             80  java.time.format.DateTimeFormatterBuilder$NanosPrinterParser (java.base@23)
 906:             2             80  java.util.Collections$SingletonMap (java.base@23)
 907:             5             80  java.util.Optional (java.base@23)
 908:             2             80  java.util.PropertyResourceBundle (java.base@23)
 909:             2             80  java.util.ServiceLoader$LazyClassPathLookupIterator (java.base@23)
 910:             1             80  java.util.concurrent.ScheduledThreadPoolExecutor (java.base@23)
 911:             2             80  java.util.regex.Pattern$Loop (java.base@23)
 912:             2             80  jdk.internal.math.FloatingDecimal$BinaryToASCIIBuffer (java.base@23)
 913:             5             80  jdk.proxy2.$Proxy25 (jdk.proxy2)
 914:             5             80  org.apache.maven.artifact.versioning.ComparableVersion$StringItem
 915:             2             80  org.apache.maven.plugin.DefaultPluginDescriptorCache$CacheKey
 916:             2             80  org.glassfish.grizzly.asyncqueue.TaskQueue
 917:             1             80  org.glassfish.grizzly.http.HttpServerFilter
 918:             2             80  org.glassfish.jersey.internal.ServiceFinderBinder
 919:             2             80  org.glassfish.jersey.model.internal.ComponentBag
 920:             5             80  org.glassfish.jersey.server.internal.routing.PathMatchingRouter
 921:             1             80  sun.util.cldr.CLDRLocaleProviderAdapter (java.base@23)
 922:             3             72  [Lcom.fasterxml.jackson.jaxrs.cfg.Annotations;
 923:             3             72  [Lcom.google.inject.Module;
 924:             3             72  [Ljava.lang.invoke.MethodHandles$Lookup$ClassOption; (java.base@23)
 925:             3             72  [Ljava.net.InetAddress; (java.base@23)
 926:             2             72  [Ljava.time.ZoneOffset; (java.base@23)
 927:             3             72  [Ljavax.ws.rs.core.MediaType;
 928:             3             72  [Lorg.glassfish.grizzly.http.TransferEncoding;
 929:             1             72  [Lorg.glassfish.jersey.uri.UriComponent$Type;
 930:             1             72  [[Z (java.base@23)
 931:             3             72  com.google.common.collect.ImmutableMapEntry$NonTerminalImmutableMapEntry
 932:             3             72  com.google.inject.Stage
 933:             3             72  com.google.inject.internal.InjectorImpl$JitLimitation
 934:             3             72  com.google.inject.internal.InternalFlags$NullableProvidesOption
 935:             3             72  com.google.inject.internal.SingleMethodInjector
 936:             3             72  com.google.inject.internal.SingleMethodInjector$1
 937:             3             72  com.google.inject.spi.InjectionPoint$Position
 938:             3             72  com.google.inject.spi.InjectionRequest
 939:             3             72  com.google.inject.spi.ProvisionListenerBinding
 940:             3             72  com.google.inject.spi.TypeListenerBinding
 941:             3             72  java.lang.ClassValue$Version (java.base@23)
 942:             3             72  java.lang.Double (java.base@23)
 943:             3             72  java.lang.ProcessImpl$LaunchMechanism (java.base@23)
 944:             3             72  java.lang.StackStreamFactory$WalkerState (java.base@23)
 945:             3             72  java.lang.WeakPairMap (java.base@23)
 946:             3             72  java.lang.annotation.RetentionPolicy (java.base@23)
 947:             3             72  java.lang.classfile.ClassFile$AttributesProcessingOption (java.base@23)
 948:             3             72  java.lang.classfile.ClassFile$StackMapsOption (java.base@23)
 949:             3             72  java.net.InetSocketAddress$InetSocketAddressHolder (java.base@23)
 950:             3             72  java.net.StandardProtocolFamily (java.base@23)
 951:             3             72  java.nio.file.StandardCopyOption (java.base@23)
 952:             3             72  java.security.SecurityPermission (java.base@23)
 953:             3             72  java.time.format.ResolverStyle (java.base@23)
 954:             3             72  java.util.Spliterators$1Adapter (java.base@23)
 955:             3             72  java.util.regex.Pattern$Dollar (java.base@23)
 956:             3             72  java.util.regex.Pattern$TreeInfo (java.base@23)
 957:             3             72  java.util.stream.Collector$Characteristics (java.base@23)
 958:             3             72  java.util.zip.ZipCoder$Comparison (java.base@23)
 959:             3             72  jdk.internal.math.FloatingDecimal$ExceptionalBinaryToASCIIBuffer (java.base@23)
 960:             3             72  jdk.internal.misc.Signal (java.base@23)
 961:             3             72  jdk.internal.vm.Continuation$Pinned (java.base@23)
 962:             1             72  org.apache.maven.execution.MavenSession
 963:             1             72  org.apache.maven.execution.SettingsAdapter
 964:             3             72  org.apache.maven.model.building.ModelProblem$Severity
 965:             1             72  org.apache.maven.plugin.internal.DefaultMavenPluginManager
 966:             1             72  org.apache.maven.project.DefaultProjectBuildingRequest
 967:             3             72  org.apache.maven.session.scope.internal.SessionScope$$Lambda/0x000078cd0f1a7328
 968:             3             72  org.apache.maven.settings.building.SettingsProblem$Severity
 969:             3             72  org.eclipse.aether.util.graph.transformer.ConflictResolver$Verbosity
 970:             3             72  org.eclipse.sisu.space.LoadedClass
 971:             3             72  org.eclipse.sisu.wire.BeanProviders$3
 972:             3             72  org.glassfish.grizzly.http.CompressionConfig$CompressionMode
 973:             1             72  org.glassfish.grizzly.http.server.HttpHandlerChain
 974:             3             72  org.glassfish.grizzly.utils.LinkedTransferQueue
 975:             3             72  org.glassfish.hk2.api.InstanceLifecycleEventType
 976:             3             72  org.glassfish.hk2.api.ServiceLocatorFactory$CreatePolicy
 977:             3             72  org.glassfish.jersey.Severity
 978:             3             72  org.glassfish.jersey.internal.inject.ContextInjectionResolver$2
 979:             3             72  org.glassfish.jersey.message.internal.TracingLogger$Level
 980:             3             72  org.glassfish.jersey.model.internal.RankedProvider
 981:             3             72  org.glassfish.jersey.server.TracingConfig
 982:             3             72  org.glassfish.jersey.server.internal.inject.PathParamValueFactoryProvider$PathParamValueFactory
 983:             3             72  sun.net.InetAddressCachePolicy$1 (java.base@23)
 984:             3             72  sun.reflect.generics.reflectiveObjects.WildcardTypeImpl (java.base@23)
 985:             3             72  sun.security.provider.NativePRNG$Variant (java.base@23)
 986:             2             64  [Ljava.lang.StackWalker$Option; (java.base@23)
 987:             2             64  [Ljava.lang.StringBuilder; (java.base@23)
 988:             2             64  [Ljava.lang.annotation.RetentionPolicy; (java.base@23)
 989:             3             64  [Ljava.lang.constant.ConstantDesc; (java.base@23)
 990:             1             64  [Ljava.lang.invoke.MethodHandleImpl$Intrinsic; (java.base@23)
 991:             2             64  [Ljava.lang.ref.WeakReference; (java.base@23)
 992:             2             64  [Ljava.nio.charset.CoderResult; (java.base@23)
 993:             2             64  [Ljava.time.LocalDateTime; (java.base@23)
 994:             3             64  [Ljava.util.logging.Handler; (java.logging@23)
 995:             2             64  [Ljava.util.stream.Collector$Characteristics; (java.base@23)
 996:             1             64  [Ljdk.internal.classfile.impl.StackMapGenerator$Type; (java.base@23)
 997:             2             64  [Lorg.apache.maven.model.building.ModelProblem$Severity;
 998:             2             64  [Lorg.apache.maven.plugin.internal.DefaultPluginValidationManager$ValidationReportLevel;
 999:             3             64  [Lorg.glassfish.grizzly.http.server.util.Mapper$Context;
1000:             1             64  [Lorg.glassfish.jersey.server.model.Parameter$Source;
1001:             2             64  [Lsun.nio.fs.NativeBuffer; (java.base@23)
1002:             1             64  [Lsun.reflect.annotation.TypeAnnotation$TypeAnnotationTarget; (java.base@23)
1003:             2             64  com.fasterxml.jackson.jaxrs.json.JsonMapperConfigurator
1004:             1             64  com.google.common.cache.CacheStats
1005:             4             64  com.google.inject.internal.FailableCache$1
1006:             2             64  com.google.inject.internal.InjectorJitBindingData
1007:             2             64  java.io.FileInputStream (java.base@23)
1008:             2             64  java.io.FileOutputStream (java.base@23)
1009:             4             64  java.lang.Float (java.base@23)
1010:             2             64  java.lang.StringBuffer (java.base@23)
1011:             2             64  java.lang.System$Out (java.base@23)
1012:             2             64  java.lang.invoke.MethodHandles$Lookup$ClassOption (java.base@23)
1013:             2             64  java.lang.ref.ReferenceQueue$Null (java.base@23)
1014:             2             64  java.net.Inet6Address$Inet6AddressHolder (java.base@23)
1015:             1             64  java.security.SecureRandom (java.base@23)
1016:             2             64  java.text.FieldPosition (java.base@23)
1017:             2             64  java.time.temporal.IsoFields$Unit (java.base@23)
1018:             2             64  java.util.ArrayList$SubList (java.base@23)
1019:             2             64  java.util.HashMap$ValueIterator (java.base@23)
1020:             2             64  java.util.HexFormat (java.base@23)
1021:             2             64  java.util.LinkedList$ListItr (java.base@23)
1022:             2             64  java.util.ServiceLoader$ModuleServicesLookupIterator (java.base@23)
1023:             2             64  java.util.concurrent.atomic.AtomicReferenceFieldUpdater$AtomicReferenceFieldUpdaterImpl (java.base@23)
1024:             2             64  java.util.concurrent.locks.AbstractQueuedSynchronizer$ExclusiveNode (java.base@23)
1025:             1             64  java.util.logging.LogManager$RootLogger (java.logging@23)
1026:             2             64  java.util.stream.FindOps$FindOp (java.base@23)
1027:             2             64  jdk.internal.loader.URLClassPath$FileLoader (java.base@23)
1028:             4             64  jdk.internal.module.ServicesCatalog (java.base@23)
1029:             1             64  jdk.internal.org.objectweb.asm.FieldWriter (java.base@23)
1030:             2             64  jdk.internal.reflect.MethodHandleLongFieldAccessorImpl (java.base@23)
1031:             4             64  jdk.internal.util.Preconditions$4 (java.base@23)
1032:             4             64  jdk.proxy2.$Proxy4 (jdk.proxy2)
1033:             4             64  jdk.proxy3.$Proxy31 (jdk.proxy3)
1034:             4             64  jdk.proxy3.$Proxy38 (jdk.proxy3)
1035:             4             64  jdk.proxy3.$Proxy40 (jdk.proxy3)
1036:             1             64  org.apache.maven.cli.MavenCli
1037:             2             64  org.apache.maven.model.merge.ModelMerger$MergingList
1038:             1             64  org.eclipse.aether.internal.impl.DefaultRepositorySystem
1039:             2             64  org.eclipse.sisu.wire.MergedProperties
1040:             2             64  org.fusesource.jansi.io.FastBufferedOutputStream
1041:             2             64  org.glassfish.grizzly.http.CompressionConfig
1042:             1             64  org.glassfish.grizzly.http.server.ServerFilterConfiguration
1043:             2             64  org.glassfish.hk2.utilities.reflection.internal.ClassReflectionHelperImpl
1044:             4             64  org.glassfish.jersey.internal.inject.Providers$2
1045:             4             64  org.glassfish.jersey.internal.inject.ReferencingFactory$EmptyReferenceFactory
1046:             1             64  org.glassfish.jersey.message.internal.MessageBodyFactory
1047:             2             64  org.glassfish.jersey.model.internal.RankedComparator$Order
1048:             1             64  org.glassfish.jersey.server.ServerRuntime
1049:             2             64  org.glassfish.jersey.uri.PathPattern$RightHandPath
1050:             1             64  sun.nio.ch.FileChannelImpl (java.base@23)
1051:             2             64  sun.nio.fs.NativeBuffer (java.base@23)
1052:             2             64  sun.security.provider.FileInputStreamPool$StreamRef (java.base@23)
1053:             1             56  [Ljava.lang.Runnable; (java.base@23)
1054:             1             56  [Ljava.lang.classfile.TypeKind; (java.base@23)
1055:             1             56  [Ljava.lang.reflect.AccessFlag$Location; (java.base@23)
1056:             1             56  [Ljava.nio.file.StandardOpenOption; (java.base@23)
1057:             1             56  [Ljava.util.logging.Level; (java.logging@23)
1058:             1             56  [Lorg.apache.maven.shared.utils.logging.Style;
1059:             2             56  [Lorg.eclipse.sisu.plexus.PlexusBeanSource;
1060:             1             56  [Lorg.fusesource.jansi.Ansi$Color;
1061:             1             56  [Lorg.glassfish.grizzly.nio.SelectorRunner;
1062:             1             56  [[I (java.base@23)
1063:             1             56  com.google.common.collect.MapMakerInternalMap
1064:             1             56  com.google.inject.internal.asm.$Label
1065:             1             56  java.lang.invoke.BoundMethodHandle$Specializer (java.base@23)
1066:             1             56  java.net.SocketPermission (java.base@23)
1067:             1             56  java.util.logging.ConsoleHandler (java.logging@23)
1068:             1             56  java.util.logging.LogManager (java.logging@23)
1069:             1             56  org.apache.maven.cli.CliRequest
1070:             1             56  org.apache.maven.project.artifact.DefaultProjectArtifactsCache$CacheKey
1071:             1             56  org.codehaus.mojo.exec.ExecJavaMojo$IsolatedThreadGroup
1072:             1             56  org.eclipse.aether.internal.impl.DefaultArtifactResolver
1073:             1             56  org.eclipse.aether.resolution.ArtifactDescriptorResult
1074:             1             48  [Ljava.lang.reflect.ProxyGenerator$PrimitiveTypeInfo; (java.base@23)
1075:             1             48  [Ljava.math.RoundingMode; (java.base@23)
1076:             2             48  [Ljava.util.Map; (java.base@23)
1077:             3             48  [Ljava.util.regex.IntHashSet; (java.base@23)
1078:             2             48  [Ljavax.ws.rs.RuntimeType;
1079:             2             48  [Lorg.glassfish.grizzly.http.server.HttpHandlerRegistration;
1080:             2             48  [Lorg.glassfish.hk2.api.DescriptorVisibility;
1081:             2             48  com.fasterxml.jackson.jaxrs.cfg.Annotations
1082:             1             48  com.google.common.collect.EmptyImmutableListMultimap
1083:             1             48  com.google.common.collect.LinkedHashMultimap
1084:             1             48  com.google.common.collect.LinkedHashMultimap$ValueEntry
1085:             2             48  com.google.inject.internal.Annotations$AnnotationChecker
1086:             2             48  com.google.inject.internal.ConstructorInjectorStore
1087:             2             48  com.google.inject.internal.ConstructorInjectorStore$1
1088:             3             48  com.google.inject.internal.CycleDetectingLock$CycleDetectingLockFactory
1089:             2             48  com.google.inject.internal.InjectorImpl$InjectorOptions
1090:             2             48  com.google.inject.internal.InternalFlags$BytecodeGenOption
1091:             2             48  com.google.inject.internal.InternalFlags$IncludeStackTraceOption
1092:             2             48  com.google.inject.internal.MembersInjectorStore
1093:             2             48  com.google.inject.internal.MembersInjectorStore$1
1094:             2             48  com.google.inject.internal.ProvisionListenerCallbackStore
1095:             2             48  com.google.inject.internal.WeakKeySet
1096:             3             48  com.sun.proxy.jdk.proxy1.$Proxy20 (jdk.proxy1)
1097:             1             48  java.io.BufferedInputStream (java.base@23)
1098:             2             48  java.io.File$PathStatus (java.base@23)
1099:             3             48  java.lang.ClassValue$Identity (java.base@23)
1100:             1             48  java.lang.NullPointerException (java.base@23)
1101:             2             48  java.lang.PublicMethods$MethodList (java.base@23)
1102:             2             48  java.lang.classfile.ClassFile$ConstantPoolSharingOption (java.base@23)
1103:             2             48  java.lang.classfile.ClassFile$DeadCodeOption (java.base@23)
1104:             2             48  java.lang.classfile.ClassFile$DeadLabelsOption (java.base@23)
1105:             2             48  java.lang.classfile.ClassFile$DebugElementsOption (java.base@23)
1106:             2             48  java.lang.classfile.ClassFile$LineNumbersOption (java.base@23)
1107:             2             48  java.lang.classfile.ClassFile$ShortJumpsOption (java.base@23)
1108:             1             48  java.lang.invoke.BoundMethodHandle$Specializer$Factory (java.base@23)
1109:             1             48  java.lang.invoke.BoundMethodHandle$Species_LLJ (java.base@23)
1110:             1             48  java.lang.invoke.VarHandleReferences$Array (java.base@23)
1111:             2             48  java.lang.reflect.ReflectPermission (java.base@23)
1112:             2             48  java.lang.runtime.SwitchBootstraps$ResolvedEnumLabels (java.base@23)
1113:             2             48  java.net.Inet6Address (java.base@23)
1114:             3             48  java.net.InetSocketAddress (java.base@23)
1115:             3             48  java.nio.charset.CodingErrorAction (java.base@23)
1116:             3             48  java.text.AttributedCharacterIterator$Attribute (java.base@23)
1117:             2             48  java.time.ZonedDateTime (java.base@23)
1118:             2             48  java.time.format.DateTimeFormatterBuilder$ZoneIdPrinterParser (java.base@23)
1119:             2             48  java.time.format.DateTimeTextProvider$LocaleStore (java.base@23)
1120:             2             48  java.util.Collections$SingletonList (java.base@23)
1121:             2             48  java.util.Collections$UnmodifiableCollection$1 (java.base@23)
1122:             2             48  java.util.HexFormat$Case (java.base@23)
1123:             2             48  java.util.ImmutableCollections$SetN$SetNIterator (java.base@23)
1124:             3             48  java.util.ResourceBundle$NoFallbackControl (java.base@23)
1125:             2             48  java.util.ServiceLoader$2 (java.base@23)
1126:             2             48  java.util.ServiceLoader$3 (java.base@23)
1127:             1             48  java.util.concurrent.ArrayBlockingQueue (java.base@23)
1128:             1             48  java.util.concurrent.ConcurrentSkipListMap (java.base@23)
1129:             2             48  java.util.concurrent.ConcurrentSkipListMap$Node (java.base@23)
1130:             2             48  java.util.concurrent.Executors$DefaultThreadFactory (java.base@23)
1131:             2             48  java.util.concurrent.LinkedBlockingQueue$Node (java.base@23)
1132:             1             48  java.util.concurrent.ThreadPoolExecutor$Worker (java.base@23)
1133:             2             48  java.util.logging.Logger$LoggerBundle (java.logging@23)
1134:             2             48  java.util.logging.LoggingPermission (java.logging@23)
1135:             2             48  java.util.regex.Pattern$Prolog (java.base@23)
1136:             2             48  java.util.stream.FindOps$FindSink$OfRef (java.base@23)
1137:             2             48  java.util.stream.ReferencePipeline$2$1 (java.base@23)
1138:             2             48  javax.ws.rs.RuntimeType
1139:             2             48  jdk.internal.classfile.impl.ClassHierarchyImpl$ClassHierarchyInfoImpl (java.base@23)
1140:             1             48  jdk.internal.jimage.ImageHeader (java.base@23)
1141:             2             48  jdk.internal.loader.NativeLibraries$CountedLock (java.base@23)
1142:             3             48  jdk.internal.loader.NativeLibraries$NativeLibraryContext$1 (java.base@23)
1143:             2             48  jdk.internal.misc.Signal$NativeHandler (java.base@23)
1144:             3             48  jdk.proxy1.$Proxy14 (jdk.proxy1)
1145:             3             48  jdk.proxy2.$Proxy23 (jdk.proxy2)
1146:             3             48  jdk.proxy3.$Proxy28 (jdk.proxy3)
1147:             3             48  jdk.proxy3.$Proxy46 (jdk.proxy3)
1148:             1             48  org.apache.maven.DefaultMaven
1149:             1             48  org.apache.maven.artifact.resolver.DefaultArtifactResolver
1150:             1             48  org.apache.maven.internal.aether.DefaultRepositorySystemSessionFactory
1151:             1             48  org.apache.maven.lifecycle.internal.DefaultLifecycleExecutionPlanCalculator
1152:             1             48  org.apache.maven.lifecycle.internal.LifecycleStarter
1153:             1             48  org.apache.maven.plugin.DefaultPluginRealmCache$CacheKey
1154:             1             48  org.apache.maven.plugin.MojoExecution
1155:             2             48  org.apache.maven.plugin.MojoExecution$Source
1156:             2             48  org.apache.maven.plugin.PluginValidationManager$IssueLocality
1157:             2             48  org.apache.maven.plugin.internal.DefaultPluginValidationManager$PluginValidationIssues
1158:             1             48  org.apache.maven.project.DefaultProjectBuilder
1159:             2             48  org.apache.maven.project.ProjectBuildingRequest$RepositoryMerging
1160:             1             48  org.apache.maven.project.artifact.DefaultMetadataSource
1161:             1             48  org.apache.maven.repository.internal.DefaultArtifactDescriptorReader
1162:             1             48  org.apache.maven.repository.legacy.LegacyRepositorySystem
1163:             2             48  org.apache.maven.session.scope.internal.SessionScope$CachingProvider
1164:             1             48  org.apache.maven.settings.Mirror
1165:             3             48  org.codehaus.plexus.classworlds.strategy.SelfFirstStrategy
1166:             1             48  org.eclipse.aether.internal.impl.DefaultDeployer
1167:             2             48  org.eclipse.aether.internal.impl.filter.RemoteRepositoryFilterSourceSupport$SimpleResult
1168:             2             48  org.eclipse.aether.named.support.ReadWriteLockNamedLock$Step
1169:             2             48  org.eclipse.aether.util.version.GenericVersion$Item
1170:             2             48  org.eclipse.sisu.bean.BeanLifecycle
1171:             3             48  org.eclipse.sisu.inject.DefaultRankingFunction
1172:             2             48  org.eclipse.sisu.inject.Guice4$2
1173:             2             48  org.eclipse.sisu.inject.InjectorBindings
1174:             2             48  org.eclipse.sisu.plexus.PlexusBeanBinder
1175:             2             48  org.eclipse.sisu.space.IndexedClassFinder
1176:             2             48  org.eclipse.sisu.space.URLClassSpace
1177:             2             48  org.fusesource.jansi.io.ColorsAnsiProcessor
1178:             2             48  org.glassfish.grizzly.http.KeepAlive
1179:             2             48  org.glassfish.grizzly.http.KeepAlive$1
1180:             2             48  org.glassfish.grizzly.http.server.HttpHandlerRegistration$Builder
1181:             1             48  org.glassfish.grizzly.http.server.HttpServer
