 num     #instances         #bytes  class name (module)
1503:             2             32  org.jvnet.hk2.internal.ServiceLocatorImpl$3
1504:             2             32  org.jvnet.hk2.internal.ServiceLocatorImpl$7
1505:             2             32  org.jvnet.hk2.internal.ServiceLocatorImpl$9
1506:             2             32  org.jvnet.hk2.internal.SingletonContext$1
1507:             2             32  org.jvnet.hk2.internal.SingletonContext$2
1508:             2             32  org.jvnet.hk2.internal.ThreeThirtyResolver
1509:             1             32  sun.net.www.protocol.https.Handler (java.base@23)
1510:             2             32  sun.net.www.protocol.jar.Handler (java.base@23)
1511:             1             32  sun.nio.ch.ChannelInputStream (java.base@23)
1512:             1             32  sun.nio.ch.DummySocketImpl (java.base@23)
1513:             1             32  sun.nio.ch.NativeThreadSet (java.base@23)
1514:             1             32  sun.nio.fs.LinuxFileSystem (java.base@23)
1515:             1             32  sun.reflect.annotation.AnnotatedTypeFactory$AnnotatedTypeBaseImpl (java.base@23)
1516:             2             32  sun.security.provider.FileInputStreamPool$UnclosableInputStream (java.base@23)
1517:             1             24  [Lcom.google.common.cache.CacheBuilder$NullListener;
1518:             1             24  [Lcom.google.common.cache.CacheBuilder$OneWeigher;
1519:             1             24  [Lcom.google.common.collect.MapMakerInternalMap$Strength;
1520:             1             24  [Lcom.google.inject.Key$NullAnnotationStrategy;
1521:             1             24  [Lcom.google.inject.internal.InternalFlags$BytecodeGenOption;
1522:             1             24  [Lcom.google.inject.internal.InternalFlags$IncludeStackTraceOption;
1523:             1             24  [Ljava.io.File$PathStatus; (java.base@23)
1524:             1             24  [Ljava.lang.Iterable; (java.base@23)
1525:             1             24  [Ljava.lang.StackWalker$ExtendedOption; (java.base@23)
1526:             1             24  [Ljava.lang.classfile.ClassFile$ConstantPoolSharingOption; (java.base@23)
1527:             1             24  [Ljava.lang.classfile.ClassFile$DeadCodeOption; (java.base@23)
1528:             1             24  [Ljava.lang.classfile.ClassFile$DeadLabelsOption; (java.base@23)
1529:             1             24  [Ljava.lang.classfile.ClassFile$DebugElementsOption; (java.base@23)
1530:             1             24  [Ljava.lang.classfile.ClassFile$LineNumbersOption; (java.base@23)
1531:             1             24  [Ljava.lang.classfile.ClassFile$ShortJumpsOption; (java.base@23)
1532:             1             24  [Ljava.nio.channels.SelectionKey; (java.base@23)
1533:             1             24  [Ljava.time.temporal.IsoFields$Unit; (java.base@23)
1534:             1             24  [Ljava.util.HexFormat$Case; (java.base@23)
1535:             1             24  [Ljava.util.Locale$Category; (java.base@23)
1536:             1             24  [Ljava.util.jar.Manifest; (java.base@23)
1537:             1             24  [Lorg.apache.maven.plugin.MojoExecution$Source;
1538:             1             24  [Lorg.apache.maven.plugin.PluginValidationManager$IssueLocality;
1539:             1             24  [Lorg.apache.maven.project.ProjectBuildingRequest$RepositoryMerging;
1540:             1             24  [Lorg.eclipse.aether.collection.DependencyGraphTransformer;
1541:             1             24  [Lorg.eclipse.aether.named.support.ReadWriteLockNamedLock$Step;
1542:             1             24  [Lorg.eclipse.sisu.plexus.PlexusBeanModule;
1543:             1             24  [Lorg.glassfish.hk2.api.DescriptorType;
1544:             1             24  [Lorg.glassfish.hk2.api.ServiceLocatorState;
1545:             1             24  [Lorg.glassfish.jersey.model.internal.RankedComparator$Order;
1546:             1             24  [Lorg.glassfish.jersey.uri.PathPattern$RightHandPath;
1547:             1             24  com.google.common.base.Joiner$MapJoiner
1548:             1             24  com.google.common.cache.CacheBuilder$NullListener
1549:             1             24  com.google.common.cache.CacheBuilder$OneWeigher
1550:             1             24  com.google.common.cache.LocalCache$EntryFactory$1
1551:             1             24  com.google.common.cache.LocalCache$EntryFactory$2
1552:             1             24  com.google.common.cache.LocalCache$EntryFactory$3
1553:             1             24  com.google.common.cache.LocalCache$EntryFactory$4
1554:             1             24  com.google.common.cache.LocalCache$EntryFactory$5
1555:             1             24  com.google.common.cache.LocalCache$EntryFactory$6
1556:             1             24  com.google.common.cache.LocalCache$EntryFactory$7
1557:             1             24  com.google.common.cache.LocalCache$EntryFactory$8
1558:             1             24  com.google.common.cache.LocalCache$Strength$1
1559:             1             24  com.google.common.cache.LocalCache$Strength$2
1560:             1             24  com.google.common.cache.LocalCache$Strength$3
1561:             1             24  com.google.common.collect.ImmutableSet$EmptySetBuilderImpl
1562:             1             24  com.google.common.collect.Iterators$ArrayItr
1563:             1             24  com.google.common.collect.MapMakerInternalMap$Strength$1
1564:             1             24  com.google.common.collect.MapMakerInternalMap$Strength$2
1565:             1             24  com.google.common.util.concurrent.AbstractFuture$Listener
1566:             1             24  com.google.common.util.concurrent.AbstractFuture$Waiter
1567:             1             24  com.google.common.util.concurrent.LazyLogger
1568:             1             24  com.google.inject.Key$NullAnnotationStrategy
1569:             1             24  com.google.inject.internal.BytecodeGen$1
1570:             1             24  com.google.inject.internal.DelegatingInvocationHandler
1571:             1             24  com.google.inject.internal.InternalFlags$ColorizeOption$1
1572:             1             24  com.google.inject.internal.InternalFlags$ColorizeOption$2
1573:             1             24  com.google.inject.internal.InternalFlags$ColorizeOption$3
1574:             1             24  com.google.inject.internal.ProcessedBindingData
1575:             1             24  com.google.inject.internal.UntargettedBindingProcessor
1576:             1             24  com.google.inject.internal.util.SourceProvider
1577:             1             24  java.io.UnixFileSystem (java.base@23)
1578:             1             24  java.lang.ProcessEnvironment$StringEnvironment (java.base@23)
1579:             1             24  java.lang.StackWalker$ExtendedOption (java.base@23)
1580:             1             24  java.lang.ThreadLocal$SuppliedThreadLocal (java.base@23)
1581:             1             24  java.lang.WeakPairMap$Pair$Lookup (java.base@23)
1582:             1             24  java.lang.invoke.VarHandles$1 (java.base@23)
1583:             1             24  java.lang.reflect.Proxy$1 (java.base@23)
1584:             1             24  java.net.Inet6AddressImpl (java.base@23)
1585:             1             24  java.net.InetAddress$NameServiceAddresses (java.base@23)
1586:             1             24  java.net.URLClassLoader$3 (java.base@23)
1587:             1             24  java.security.BasicPermissionCollection (java.base@23)
1588:             1             24  java.time.ZoneRegion (java.base@23)
1589:             1             24  java.time.format.DecimalStyle (java.base@23)
1590:             1             24  java.time.temporal.IsoFields$Field$1 (java.base@23)
1591:             1             24  java.time.temporal.IsoFields$Field$2 (java.base@23)
1592:             1             24  java.time.temporal.IsoFields$Field$3 (java.base@23)
1593:             1             24  java.time.temporal.IsoFields$Field$4 (java.base@23)
1594:             1             24  java.time.zone.TzdbZoneRulesProvider (java.base@23)
1595:             1             24  java.util.Arrays$ArrayItr (java.base@23)
1596:             1             24  java.util.Collections$3 (java.base@23)
1597:             1             24  java.util.Collections$EmptyMap (java.base@23)
1598:             1             24  java.util.Collections$SynchronizedCollection (java.base@23)
1599:             1             24  java.util.concurrent.ConcurrentSkipListMap$Index (java.base@23)
1600:             1             24  java.util.concurrent.SynchronousQueue$Transferer (java.base@23)
1601:             1             24  java.util.logging.LogManager$LoggerContext (java.logging@23)
1602:             1             24  java.util.logging.LogManager$SystemLoggerContext (java.logging@23)
1603:             1             24  java.util.regex.Pattern$$Lambda/0x000078cd0f059ef8 (java.base@23)
1604:             1             24  java.util.regex.Pattern$Pos (java.base@23)
1605:             1             24  java.util.stream.Nodes$FixedNodeBuilder (java.base@23)
1606:             1             24  jdk.internal.classfile.impl.AbstractAttributeMapper$CodeMapper (java.base@23)
1607:             1             24  jdk.internal.classfile.impl.AbstractAttributeMapper$ExceptionsMapper (java.base@23)
1608:             1             24  jdk.internal.classfile.impl.AbstractAttributeMapper$StackMapTableMapper (java.base@23)
1609:             1             24  jdk.internal.jimage.ImageReader (java.base@23)
1610:             1             24  jdk.internal.logger.BootstrapLogger$RedirectedLoggers (java.base@23)
1611:             1             24  jdk.internal.module.ModuleHashes (java.base@23)
1612:             1             24  jdk.internal.module.SystemModuleFinders$SystemModuleFinder (java.base@23)
1613:             1             24  jdk.internal.ref.CleanerImpl (java.base@23)
1614:             1             24  jdk.internal.vm.ThreadContainers$RootContainer$TrackingRootContainer (java.base@23)
1615:             1             24  jersey.repackaged.com.google.common.base.Joiner$1
1616:             1             24  jersey.repackaged.com.google.common.base.Joiner$MapJoiner
1617:             1             24  jersey.repackaged.com.google.common.base.Predicates$ObjectPredicate$1
1618:             1             24  jersey.repackaged.com.google.common.base.Predicates$ObjectPredicate$2
1619:             1             24  jersey.repackaged.com.google.common.base.Predicates$ObjectPredicate$3
1620:             1             24  jersey.repackaged.com.google.common.base.Predicates$ObjectPredicate$4
1621:             1             24  jersey.repackaged.com.google.common.collect.Iterables$2
1622:             1             24  jersey.repackaged.com.google.common.collect.Iterators$5
1623:             1             24  org.apache.commons.cli.CommandLine
1624:             1             24  org.apache.maven.artifact.handler.manager.DefaultArtifactHandlerManager
1625:             1             24  org.apache.maven.artifact.repository.metadata.DefaultRepositoryMetadataManager
1626:             1             24  org.apache.maven.artifact.resolver.DefaultArtifactCollector
1627:             1             24  org.apache.maven.artifact.resolver.filter.CumulativeScopeArtifactFilter
1628:             1             24  org.apache.maven.artifact.versioning.Restriction
1629:             1             24  org.apache.maven.bridge.MavenRepositorySystem
1630:             1             24  org.apache.maven.cli.MavenCli$1
1631:             1             24  org.apache.maven.cli.configuration.SettingsXmlConfigurationProcessor
1632:             1             24  org.apache.maven.cli.event.ExecutionEventLogger
1633:             1             24  org.apache.maven.eventspy.internal.EventSpyDispatcher
1634:             1             24  org.apache.maven.eventspy.internal.EventSpyExecutionListener
1635:             1             24  org.apache.maven.eventspy.internal.EventSpyRepositoryListener
1636:             1             24  org.apache.maven.execution.scope.internal.MojoExecutionScope$ScopeState
1637:             1             24  org.apache.maven.execution.scope.internal.MojoExecutionScopeCoreModule
1638:             1             24  org.apache.maven.extension.internal.CoreExports
1639:             1             24  org.apache.maven.graph.DefaultGraphBuilder
1640:             1             24  org.apache.maven.lifecycle.DefaultLifecycles
1641:             1             24  org.apache.maven.lifecycle.Lifecycle
1642:             1             24  org.apache.maven.lifecycle.Lifecycle$__sisu7
1643:             1             24  org.apache.maven.lifecycle.Lifecycle$__sisu8
1644:             1             24  org.apache.maven.lifecycle.MavenExecutionPlan
1645:             1             24  org.apache.maven.lifecycle.internal.DefaultLifecyclePluginAnalyzer
1646:             1             24  org.apache.maven.lifecycle.internal.DefaultLifecycleTaskSegmentCalculator
1647:             1             24  org.apache.maven.lifecycle.internal.MojoExecutor$OwnerReentrantReadWriteLock
1648:             1             24  org.apache.maven.lifecycle.internal.MojoExecutor$ProjectLock
1649:             1             24  org.apache.maven.lifecycle.internal.PhaseRecorder
1650:             1             24  org.apache.maven.lifecycle.internal.ProjectIndex
1651:             1             24  org.apache.maven.lifecycle.internal.ReactorBuildStatus
1652:             1             24  org.apache.maven.lifecycle.internal.TaskSegment
1653:             1             24  org.apache.maven.lifecycle.mapping.DefaultLifecycleMapping$__sisu1
1654:             1             24  org.apache.maven.lifecycle.mapping.Lifecycle
1655:             1             24  org.apache.maven.model.building.DefaultModelProcessor
1656:             1             24  org.apache.maven.model.building.Result
1657:             1             24  org.apache.maven.model.interpolation.StringVisitorModelInterpolator
1658:             1             24  org.apache.maven.model.plugin.DefaultLifecycleBindingsInjector
1659:             1             24  org.apache.maven.model.superpom.DefaultSuperPomProvider
1660:             1             24  org.apache.maven.model.validation.DefaultModelValidator
1661:             1             24  org.apache.maven.plugin.PluginRealmCache$CacheRecord
1662:             1             24  org.apache.maven.plugin.internal.DefaultPluginDependenciesResolver
1663:             1             24  org.apache.maven.project.DefaultMavenProjectBuilder
1664:             1             24  org.apache.maven.project.DefaultProjectDependenciesResolver
1665:             1             24  org.apache.maven.project.artifact.ProjectArtifactsCache$CacheRecord
1666:             1             24  org.apache.maven.repository.internal.DefaultVersionRangeResolver
1667:             1             24  org.apache.maven.repository.internal.DefaultVersionResolver
1668:             1             24  org.apache.maven.repository.legacy.repository.DefaultArtifactRepositoryFactory
1669:             1             24  org.apache.maven.rtinfo.internal.DefaultRuntimeInformation
1670:             1             24  org.apache.maven.session.scope.internal.SessionScopeModule
1671:             1             24  org.apache.maven.toolchain.building.DefaultToolchainsBuilder
1672:             1             24  org.codehaus.plexus.DefaultPlexusContainer$BootModule
1673:             1             24  org.codehaus.plexus.DefaultPlexusContainer$DefaultsModule
1674:             1             24  org.codehaus.plexus.classworlds.ClassWorld
1675:             1             24  org.codehaus.plexus.logging.console.ConsoleLogger
1676:             1             24  org.codehaus.plexus.util.dag.DAG
1677:             1             24  org.codehaus.plexus.util.dag.Vertex
1678:             1             24  org.eclipse.aether.internal.impl.DefaultRemoteRepositoryManager
1679:             1             24  org.eclipse.aether.internal.impl.DefaultRepositoryConnectorProvider
1680:             1             24  org.eclipse.aether.internal.impl.DefaultRepositorySystemLifecycle
1681:             1             24  org.eclipse.aether.internal.impl.DefaultUpdateCheckManager
1682:             1             24  org.eclipse.aether.internal.impl.SimpleLocalRepositoryManagerFactory
1683:             1             24  org.eclipse.aether.internal.impl.filter.PrefixesRemoteRepositoryFilterSource$Node
1684:             1             24  org.eclipse.aether.internal.impl.resolution.TrustedChecksumsArtifactResolverPostProcessor
1685:             1             24  org.eclipse.aether.internal.impl.synccontext.named.NamedLockFactoryAdapter
1686:             1             24  org.eclipse.aether.named.providers.LocalReadWriteLockNamedLockFactory
1687:             1             24  org.eclipse.aether.repository.LocalRepository
1688:             1             24  org.eclipse.aether.repository.WorkspaceRepository
1689:             1             24  org.eclipse.aether.util.graph.selector.AndDependencySelector
1690:             1             24  org.eclipse.aether.util.graph.selector.ExclusionDependencySelector
1691:             1             24  org.eclipse.aether.util.graph.selector.ScopeDependencySelector
1692:             1             24  org.eclipse.aether.util.repository.SimpleResolutionErrorPolicy
1693:             1             24  org.eclipse.sisu.bean.DeclaredMembers$View$1
1694:             1             24  org.eclipse.sisu.bean.DeclaredMembers$View$2
1695:             1             24  org.eclipse.sisu.bean.DeclaredMembers$View$3
1696:             1             24  org.eclipse.sisu.bean.LifecycleBuilder
1697:             1             24  org.eclipse.sisu.bean.LifecycleManager
1698:             1             24  org.eclipse.sisu.inject.MildValues
1699:             1             24  org.eclipse.sisu.inject.QualifyingStrategy$1
1700:             1             24  org.eclipse.sisu.inject.QualifyingStrategy$2
1701:             1             24  org.eclipse.sisu.inject.QualifyingStrategy$3
1702:             1             24  org.eclipse.sisu.inject.QualifyingStrategy$4
1703:             1             24  org.eclipse.sisu.inject.QualifyingStrategy$5
1704:             1             24  org.eclipse.sisu.plexus.DefaultPlexusBeanLocator
1705:             1             24  org.eclipse.sisu.plexus.PlexusAnnotatedBeanModule
1706:             1             24  org.eclipse.sisu.plexus.PlexusBindingModule
1707:             1             24  org.eclipse.sisu.plexus.RealmManager
1708:             1             24  org.eclipse.sisu.space.DefaultClassFinder
1709:             1             24  org.eclipse.sisu.space.GlobberStrategy$1
1710:             1             24  org.eclipse.sisu.space.GlobberStrategy$2
1711:             1             24  org.eclipse.sisu.space.GlobberStrategy$3
1712:             1             24  org.eclipse.sisu.space.GlobberStrategy$4
1713:             1             24  org.eclipse.sisu.space.GlobberStrategy$5
1714:             1             24  org.eclipse.sisu.wire.TypeConverterCache
1715:             1             24  org.eclipse.sisu.wire.WireModule
1716:             1             24  org.glassfish.grizzly.AbstractTransport$1
1717:             1             24  org.glassfish.grizzly.asyncqueue.AsyncQueueIO$ImmutableAsyncQueueIO
1718:             1             24  org.glassfish.grizzly.attributes.DefaultAttributeBuilder
1719:             1             24  org.glassfish.grizzly.attributes.IndexedAttributeHolder$Snapshot
1720:             1             24  org.glassfish.grizzly.filterchain.DefaultFilterChain
1721:             1             24  org.glassfish.grizzly.http.HttpCodecFilter$1
1722:             1             24  org.glassfish.grizzly.http.server.HttpServer$2
1723:             1             24  org.glassfish.grizzly.http.server.HttpServerFilter$1
1724:             1             24  org.glassfish.grizzly.http.server.HttpServerFilter$FlushResponseHandler
1725:             1             24  org.glassfish.grizzly.http.server.filecache.FileCache$1
1726:             1             24  org.glassfish.grizzly.http.server.util.Mapper$ContextList
1727:             1             24  org.glassfish.grizzly.http.util.UTF8Decoder
1728:             1             24  org.glassfish.grizzly.impl.SafeFutureImpl
1729:             1             24  org.glassfish.grizzly.memory.AbstractMemoryManager$1
1730:             1             24  org.glassfish.grizzly.memory.HeapMemoryManager
1731:             1             24  org.glassfish.grizzly.nio.DefaultSelectorHandler
1732:             1             24  org.glassfish.grizzly.nio.NIOConnection$ProcessorStatesMap
1733:             1             24  org.glassfish.grizzly.nio.RegisterChannelResult
1734:             1             24  org.glassfish.grizzly.nio.RoundRobinConnectionDistributor
1735:             1             24  org.glassfish.grizzly.nio.RoundRobinConnectionDistributor$SharedIterator
1736:             1             24  org.glassfish.grizzly.nio.tmpselectors.TemporarySelectorIO
1737:             1             24  org.glassfish.grizzly.nio.transport.TCPNIOAsyncQueueReader
1738:             1             24  org.glassfish.grizzly.nio.transport.TCPNIOServerConnection$RegisterAcceptedChannelCompletionHandler
1739:             1             24  org.glassfish.grizzly.threadpool.AbstractThreadPool$5
1740:             1             24  org.glassfish.grizzly.utils.CompletionHandlerAdapter
1741:             1             24  org.glassfish.grizzly.utils.ConcurrentHashMapV8$KeySetView
1742:             1             24  org.glassfish.grizzly.utils.Holder$3
1743:             1             24  org.glassfish.grizzly.utils.IdleTimeoutFilter$IdleTimeoutResolver
1744:             1             24  org.glassfish.grizzly.utils.StateHolder
1745:             1             24  org.glassfish.hk2.utilities.ServiceLocatorUtilities$ImmediateImpl
1746:             1             24  org.glassfish.hk2.utilities.ServiceLocatorUtilities$InheritableThreadImpl
1747:             1             24  org.glassfish.hk2.utilities.ServiceLocatorUtilities$PerLookupImpl
1748:             1             24  org.glassfish.hk2.utilities.ServiceLocatorUtilities$PerThreadImpl
1749:             1             24  org.glassfish.hk2.utilities.ServiceLocatorUtilities$SingletonImpl
1750:             1             24  org.glassfish.jersey.grizzly2.httpserver.GrizzlyHttpContainer$GrizzlyBinder
1751:             1             24  org.glassfish.jersey.internal.ContextResolverFactory$Binder
1752:             1             24  org.glassfish.jersey.internal.ExceptionMapperFactory$Binder
1753:             1             24  org.glassfish.jersey.internal.JaxrsProviders$Binder
1754:             1             24  org.glassfish.jersey.internal.JerseyErrorService$Binder
1755:             1             24  org.glassfish.jersey.internal.inject.ContextInjectionResolver
1756:             1             24  org.glassfish.jersey.internal.inject.ContextInjectionResolver$Binder
1757:             1             24  org.glassfish.jersey.internal.inject.JerseyClassAnalyzer
1758:             1             24  org.glassfish.jersey.internal.inject.JerseyClassAnalyzer$Binder
1759:             1             24  org.glassfish.jersey.jaxb.internal.DocumentProvider
1760:             1             24  org.glassfish.jersey.jaxb.internal.JaxbMessagingBinder
1761:             1             24  org.glassfish.jersey.jaxb.internal.JaxbParamConverterBinder
1762:             1             24  org.glassfish.jersey.message.internal.MessageBodyFactory$Binder
1763:             1             24  org.glassfish.jersey.message.internal.MessagingBinders$HeaderDelegateProviders
1764:             1             24  org.glassfish.jersey.message.internal.SourceProvider$SourceWriter
1765:             1             24  org.glassfish.jersey.process.internal.RequestScope
1766:             1             24  org.glassfish.jersey.process.internal.RequestScope$Binder
1767:             1             24  org.glassfish.jersey.process.internal.Stages$LinkedStage
1768:             1             24  org.glassfish.jersey.server.internal.JerseyResourceContext$Binder
1769:             1             24  org.glassfish.jersey.server.internal.MappableExceptionWrapperInterceptor$Binder
1770:             1             24  org.glassfish.jersey.server.internal.ProcessingProviders$Binder
1771:             1             24  org.glassfish.jersey.server.internal.RuntimeDelegateImpl
1772:             1             24  org.glassfish.jersey.server.internal.RuntimeExecutorsBinder
1773:             1             24  org.glassfish.jersey.server.internal.RuntimeExecutorsBinder$BackgroundSchedulerLiteral
1774:             1             24  org.glassfish.jersey.server.internal.inject.AsyncResponseValueFactoryProvider$InjectionResolver
1775:             1             24  org.glassfish.jersey.server.internal.inject.BeanParamValueFactoryProvider$InjectionResolver
1776:             1             24  org.glassfish.jersey.server.internal.inject.CookieParamValueFactoryProvider
1777:             1             24  org.glassfish.jersey.server.internal.inject.CookieParamValueFactoryProvider$InjectionResolver
1778:             1             24  org.glassfish.jersey.server.internal.inject.EntityParamValueFactoryProvider
1779:             1             24  org.glassfish.jersey.server.internal.inject.FormParamValueFactoryProvider
1780:             1             24  org.glassfish.jersey.server.internal.inject.FormParamValueFactoryProvider$InjectionResolver
1781:             1             24  org.glassfish.jersey.server.internal.inject.HeaderParamValueFactoryProvider
1782:             1             24  org.glassfish.jersey.server.internal.inject.HeaderParamValueFactoryProvider$InjectionResolver
1783:             1             24  org.glassfish.jersey.server.internal.inject.MatrixParamValueFactoryProvider
1784:             1             24  org.glassfish.jersey.server.internal.inject.MatrixParamValueFactoryProvider$InjectionResolver
1785:             1             24  org.glassfish.jersey.server.internal.inject.ParamConverters$StringConstructor$1
1786:             1             24  org.glassfish.jersey.server.internal.inject.ParameterInjectionBinder
1787:             1             24  org.glassfish.jersey.server.internal.inject.PathParamValueFactoryProvider
1788:             1             24  org.glassfish.jersey.server.internal.inject.PathParamValueFactoryProvider$InjectionResolver
1789:             1             24  org.glassfish.jersey.server.internal.inject.QueryParamValueFactoryProvider
1790:             1             24  org.glassfish.jersey.server.internal.inject.QueryParamValueFactoryProvider$InjectionResolver
1791:             1             24  org.glassfish.jersey.server.internal.inject.WebTargetValueFactoryProvider$1
1792:             1             24  org.glassfish.jersey.server.internal.inject.WebTargetValueFactoryProvider$InjectionResolver
1793:             1             24  org.glassfish.jersey.server.internal.monitoring.MonitoringContainerListener
1794:             1             24  org.glassfish.jersey.server.internal.monitoring.MonitoringContainerListener$Binder
1795:             1             24  org.glassfish.jersey.server.internal.process.ReferencesInitializer
1796:             1             24  org.glassfish.jersey.server.internal.process.ServerManagedAsyncExecutorFactory
1797:             1             24  org.glassfish.jersey.server.internal.process.ServerProcessingBinder
1798:             1             24  org.glassfish.jersey.server.internal.routing.RoutingStage
1799:             1             24  org.glassfish.jersey.server.internal.scanning.FileSchemeResourceFinderFactory$FileSchemeScanner
1800:             1             24  org.glassfish.jersey.server.model.ResourceMethod$JaxrsType$1
1801:             1             24  org.glassfish.jersey.server.model.ResourceMethod$JaxrsType$2
1802:             1             24  org.glassfish.jersey.server.model.ResourceMethod$JaxrsType$3
1803:             1             24  org.glassfish.jersey.server.model.ResourceModel
1804:             1             24  org.glassfish.jersey.server.model.internal.ResourceModelBinder
1805:             1             24  org.jvnet.hk2.internal.Utilities$AnnotationInformation
1806:             1             24  org.slf4j.helpers.FormattingTuple
1807:             1             24  org.slf4j.helpers.SubstituteLoggerFactory
1808:             1             24  org.slf4j.impl.OutputChoice
1809:             1             24  org.sonatype.plexus.components.sec.dispatcher.DefaultSecDispatcher
1810:             1             24  sun.net.sdp.SdpProvider (java.base@23)
1811:             1             24  sun.nio.ch.Util$BufferCache (java.base@23)
1812:             1             24  sun.nio.cs.ISO_8859_1 (java.base@23)
1813:             1             24  sun.nio.cs.StandardCharsets (java.base@23)
1814:             1             24  sun.nio.cs.US_ASCII (java.base@23)
1815:             1             24  sun.nio.cs.UTF_16 (java.base@23)
1816:             1             24  sun.nio.cs.UTF_16BE (java.base@23)
1817:             1             24  sun.nio.cs.UTF_16LE (java.base@23)
1818:             1             24  sun.nio.cs.UTF_32 (java.base@23)
1819:             1             24  sun.nio.cs.UTF_32BE (java.base@23)
1820:             1             24  sun.nio.cs.UTF_32LE (java.base@23)
1821:             1             24  sun.nio.cs.UTF_8 (java.base@23)
1822:             1             24  sun.reflect.annotation.TypeAnnotation$LocationInfo (java.base@23)
1823:             1             24  sun.security.action.GetPropertyAction (java.base@23)
1824:             1             24  sun.util.cldr.CLDRCalendarDataProviderImpl (java.base@23)
1825:             1             24  sun.util.locale.provider.CalendarProviderImpl (java.base@23)
1826:             1             24  sun.util.locale.provider.DateFormatSymbolsProviderImpl (java.base@23)
1827:             1             24  sun.util.locale.provider.DecimalFormatSymbolsProviderImpl (java.base@23)
1828:             1             24  sun.util.locale.provider.LocaleServiceProviderPool (java.base@23)
1829:             1             24  sun.util.locale.provider.NumberFormatProviderImpl (java.base@23)
1830:             1             16  [Lcom.google.inject.TypeLiteral;
1831:             1             16  [Lcom.google.inject.internal.util.StackTraceElements$InMemoryStackTraceElement;
1832:             1             16  [Ljava.lang.Throwable; (java.base@23)
1833:             1             16  [Ljava.lang.reflect.AnnotatedType; (java.base@23)
1834:             1             16  [Ljava.lang.reflect.Member; (java.base@23)
1835:             1             16  [Ljava.nio.file.attribute.FileAttribute; (java.base@23)
1836:             1             16  [Ljava.security.Provider; (java.base@23)
1837:             1             16  [Ljava.security.cert.Certificate; (java.base@23)
1838:             1             16  [Ljava.text.FieldPosition; (java.base@23)
1839:             1             16  [Ljava.time.zone.ZoneOffsetTransitionRule; (java.base@23)
1840:             1             16  [Ljava.util.Map$Entry; (java.base@23)
1841:             1             16  [Lorg.apache.commons.cli.Option;
1842:             1             16  [Lorg.codehaus.plexus.configuration.PlexusConfiguration;
1843:             1             16  [Lorg.codehaus.plexus.util.xml.Xpp3Dom;
1844:             1             16  [Lorg.glassfish.grizzly.ConnectionProbe;
1845:             1             16  [Lorg.glassfish.grizzly.TransportProbe;
1846:             1             16  [Lorg.glassfish.grizzly.http.HttpProbe;
1847:             1             16  [Lorg.glassfish.grizzly.http.server.HttpServerProbe;
1848:             1             16  [Lorg.glassfish.grizzly.http.server.filecache.FileCacheProbe;
1849:             1             16  [Lorg.glassfish.grizzly.memory.MemoryProbe;
1850:             1             16  [Lorg.glassfish.grizzly.threadpool.ThreadPoolProbe;
1851:             1             16  [Lsun.reflect.annotation.TypeAnnotation$LocationInfo$Location; (java.base@23)
1852:             1             16  com.fasterxml.jackson.jaxrs.base.JsonMappingExceptionMapper
1853:             1             16  com.fasterxml.jackson.jaxrs.base.JsonParseExceptionMapper
1854:             1             16  com.google.common.base.Equivalence$Equals
1855:             1             16  com.google.common.base.Equivalence$Identity
1856:             1             16  com.google.common.base.Joiner
1857:             1             16  com.google.common.base.Suppliers$SupplierOfInstance
1858:             1             16  com.google.common.base.Ticker$1
1859:             1             16  com.google.common.cache.CacheBuilder$1
1860:             1             16  com.google.common.cache.CacheBuilder$2
1861:             1             16  com.google.common.cache.CacheBuilder$3
1862:             1             16  com.google.common.cache.CacheLoader$FunctionToCacheLoader
1863:             1             16  com.google.common.cache.LocalCache$1
1864:             1             16  com.google.common.cache.LocalCache$2
1865:             1             16  com.google.common.collect.AbstractMapBasedMultimap$AsMap$AsMapEntries
1866:             1             16  com.google.common.collect.AbstractMultimap$Values
1867:             1             16  com.google.common.collect.MapMakerInternalMap$1
1868:             1             16  com.google.common.collect.MapMakerInternalMap$WeakKeyStrongValueEntry$Helper
1869:             1             16  com.google.common.collect.Maps$Values
1870:             1             16  com.google.common.util.concurrent.AbstractFuture$UnsafeAtomicHelper
1871:             1             16  com.google.inject.Scopes$1
1872:             1             16  com.google.inject.Scopes$2
1873:             1             16  com.google.inject.internal.$Proxy1
1874:             1             16  com.google.inject.internal.Annotations$1
1875:             1             16  com.google.inject.internal.Annotations$AnnotationToStringConfig
1876:             1             16  com.google.inject.internal.BytecodeGen$$Lambda/0x000078cd0f18ecd8
1877:             1             16  com.google.inject.internal.ConstructorInjectorStore$$Lambda/0x000078cd0f1abfa8
1878:             1             16  com.google.inject.internal.DeclaredMembers$$Lambda/0x000078cd0f094c00
1879:             1             16  com.google.inject.internal.DeclaredMembers$$Lambda/0x000078cd0f095618
1880:             1             16  com.google.inject.internal.DeclaredMembers$$Lambda/0x000078cd0f095858
1881:             1             16  com.google.inject.internal.DeclaredMembers$$Lambda/0x000078cd0f095a98
1882:             1             16  com.google.inject.internal.DeclaredMembers$$Lambda/0x000078cd0f095cd8
1883:             1             16  com.google.inject.internal.DeclaredMembers$$Lambda/0x000078cd0f09a8c8
1884:             1             16  com.google.inject.internal.DeclaredMembers$$Lambda/0x000078cd0f0aa000
